time, dist, vel, acc, Sf, vmin, vmax, tmin, tmax, req_vel, req_acc, T, C0, C1, C2, C3, C4, C5, Fasullo;
7.149, 39.2169, 12.7444, 1.59317, 120.783, 1, 50, 2.851, 27.851, -nan, 1.55143, 4.42683e-321, 0, 12.7444, 1.59317, -0.473138, -0.0901492, 0.0316202, 143;
7.199, 39.856, 12.8229, 1.57005, 120.144, 1, 50, 2.801, 27.801, -nan, 1.52742, 4.42683e-321, 0, 12.8229, 1.57005, -0.477883, -0.0885192, 0.0316027, 144;
7.249, 40.499, 12.9002, 1.54669, 119.501, 1, 50, 2.801, 27.801, 12.9817, 1.30257, 6.93442, 0, 12.9002, 1.54669, -4.55755, 2.43596, -0.513012, 145;
7.299, 41.1459, 12.9741, 1.47739, 118.854, 1, 50, 2.801, 27.801, 13.0526, 1.0736, 6.82402, 0, 12.9741, 1.47739, -4.6423, 2.5308, -0.542352, 146;
7.349, 41.7963, 13.0412, 1.3429, 118.204, 1, 50, 2.801, 27.801, 13.1135, 0.844733, 6.73907, 0, 13.0412, 1.3429, -4.64151, 2.57757, -0.560559, 147;
7.399, 42.4498, 13.0997, 1.1681, 117.55, 1, 50, 2.801, 27.801, 13.1636, 0.618767, 6.67032, 0, 13.0997, 1.1681, -4.58374, 2.59122, -0.570897, 148;
7.449, 43.106, 13.1483, 0.972808, 116.894, 1, 50, 2.801, 27.801, 13.203, 0.397319, 6.61079, 0, 13.1483, 0.972808, -4.49323, 2.58516, -0.576477, 149;
7.499, 43.7644, 13.1867, 0.76798, 116.236, 1, 50, 2.801, 27.801, 13.2316, 0.181332, 6.55675, 0, 13.1867, 0.76798, -4.38355, 2.56704, -0.579092, 150;
7.549, 44.4245, 13.2147, 0.559573, 115.575, 1, 50, 2.801, 27.801, 13.2496, -0.0286153, 6.50624, 0, 13.2147, 0.559573, -4.26212, 2.54101, -0.57973, 151;
7.599, 45.0857, 13.2322, 0.351208, 114.914, 1, 50, 2.801, 27.801, 13.2573, -0.232172, 6.45807, 0, 13.2322, 0.351208, -4.13352, 2.50969, -0.579008, 152;
7.649, 45.7476, 13.2395, 0.145271, 114.252, 1, 50, 2.801, 27.801, 13.2547, -0.429139, 6.41147, 0, 13.2395, 0.145271, -4.00084, 2.47485, -0.577351, 153;
7.699, 46.4095, 13.2367, -0.0566634, 113.59, 1, 50, 2.801, 27.801, 13.2423, -0.619419, 6.3659, 0, 13.2367, -0.0566634, -3.86618, 2.4377, -0.575055, 154;
7.749, 47.0711, 13.224, -0.253586, 112.929, 1, 50, 2.801, 27.801, 13.2203, -0.802985, 6.321, 0, 13.224, -0.253586, -3.73095, 2.39907, -0.572322, 155;
7.799, 47.7318, 13.2017, -0.445242, 112.268, 1, 50, 2.801, 27.801, 13.189, -0.979831, 6.27669, 0, 13.2017, -0.445242, -3.59553, 2.35916, -0.569192, 156;
7.849, 48.3911, 13.1692, -0.650392, 111.609, 1, 50, 2.801, 27.801, 13.1468, -1.14857, 6.24098, 0, 13.1692, -0.650392, -3.432, 2.29984, -0.560786, 157;
7.899, 49.0486, 13.1233, -0.917198, 110.951, 1, 50, 2.801, 27.801, 13.088, -1.30423, 6.23599, 0, 13.1233, -0.917198, -3.16714, 2.17304, -0.534048, 158;
7.949, 49.7032, 13.0561, -1.34487, 110.297, 1, 50, 2.801, 27.801, 12.9994, -1.43445, 6.31471, 0, 13.0561, -1.34487, -2.65121, 1.88175, -0.463015, 159;
7.999, 50.3542, 12.9799, -1.52472, 109.646, 1, 50, 2.801, 27.801, 12.9146, -1.55627, 6.29112, 0, 12.9799, -1.52472, -2.4813, 1.8088, -0.449645, 160;
8.049, 51.0013, 12.9025, -1.54726, 108.999, 1, 50, 2.801, 27.801, 12.8369, -1.68078, 6.19391, 0, 12.9025, -1.54726, -2.53694, 1.88033, -0.474899, 161;
8.099, 51.6444, 12.8211, -1.62876, 108.356, 1, 50, 2.801, 27.801, 12.7522, -1.80371, 6.1248, 0, 12.8211, -1.62876, -2.50572, 1.89695, -0.485841, 162;
8.149, 52.2833, 12.7317, -1.78779, 107.717, 1, 50, 2.801, 27.801, 12.6554, -1.9191, 6.0944, 0, 12.7317, -1.78779, -2.35333, 1.83339, -0.474943, 163;
8.199, 52.9176, 12.6351, -1.93131, 107.082, 1, 50, 2.801, 27.801, 12.5522, -2.02771, 6.0603, 0, 12.6351, -1.93131, -2.21621, 1.77828, -0.466179, 164;
8.249, 53.5469, 12.5336, -2.02908, 106.453, 1, 50, 2.801, 27.801, 12.4466, -2.13261, 6.00651, 0, 12.5336, -2.02908, -2.14195, 1.76387, -0.468578, 165;
8.299, 54.171, 12.4278, -2.11757, 105.829, 1, 50, 2.801, 27.801, 12.337, -2.2343, 5.94981, 0, 12.4278, -2.11757, -2.07735, 1.75549, -0.472735, 166;
8.349, 54.7897, 12.3168, -2.2198, 105.21, 1, 50, 2.801, 27.801, 12.2216, -2.33149, 5.90174, 0, 12.3168, -2.2198, -1.98669, 1.7289, -0.471818, 167;
8.399, 55.4027, 12.2006, -2.32422, 104.597, 1, 50, 2.801, 27.801, 12.1009, -2.42372, 5.85711, 0, 12.2006, -2.32422, -1.88679, 1.69505, -0.468801, 168;
8.449, 56.0098, 12.0797, -2.41733, 103.99, 1, 50, 2.801, 27.801, 11.9762, -2.51159, 5.80912, 0, 12.0797, -2.41733, -1.79878, 1.66839, -0.467796, 169;
8.499, 56.6107, 11.9546, -2.50144, 103.389, 1, 50, 2.801, 27.801, 11.8477, -2.59553, 5.75862, 0, 11.9546, -2.50144, -1.71965, 1.64708, -0.468326, 170;
8.549, 57.2053, 11.8255, -2.58359, 102.795, 1, 50, 2.801, 27.801, 11.7153, -2.67544, 5.70912, 0, 11.8255, -2.58359, -1.6385, 1.62358, -0.468228, 171;
8.599, 57.7933, 11.6922, -2.66442, 102.207, 1, 50, 2.801, 27.801, 11.5789, -2.75117, 5.66103, 0, 11.6922, -2.66442, -1.55416, 1.59699, -0.467212, 172;
8.649, 58.3746, 11.5552, -2.7408, 101.625, 1, 50, 2.801, 27.801, 11.4389, -2.8228, 5.61275, 0, 11.5552, -2.7408, -1.47166, 1.5708, -0.466297, 173;
8.699, 58.9489, 11.4146, -2.81177, 101.051, 1, 50, 2.801, 27.801, 11.2957, -2.89052, 5.56369, 0, 11.4146, -2.81177, -1.39275, 1.54632, -0.465876, 174;
8.749, 59.5162, 11.2707, -2.87869, 100.484, 1, 50, 2.801, 27.801, 11.1494, -2.9544, 5.51451, 0, 11.2707, -2.87869, -1.31538, 1.52211, -0.465527, 175;
8.799, 60.0761, 11.1235, -2.94242, 99.9239, 1, 50, 2.801, 27.801, 11.0001, -3.01445, 5.46563, 0, 11.1235, -2.94242, -1.23822, 1.49717, -0.464951, 176;
8.849, 60.6286, 10.9734, -3.00258, 99.3714, 1, 50, 2.801, 27.801, 10.8479, -3.07073, 5.41684, 0, 10.9734, -3.00258, -1.16196, 1.47201, -0.464295, 177;
8.899, 61.1736, 10.8205, -3.05872, 98.8264, 1, 50, 2.801, 27.801, 10.6933, -3.1233, 5.36786, 0, 10.8205, -3.05872, -1.08742, 1.44724, -0.463747, 178;
8.949, 61.7108, 10.6649, -3.11104, 98.2892, 1, 50, 2.801, 27.801, 10.5362, -3.17226, 5.31876, 0, 10.6649, -3.11104, -1.01444, 1.42276, -0.463276, 179;
8.999, 62.2402, 10.5069, -3.15986, 97.7598, 1, 50, 2.801, 27.801, 10.3769, -3.21766, 5.26966, 0, 10.5069, -3.15986, -0.942582, 1.39822, -0.46278, 180;
9.049, 62.7616, 10.3467, -3.20524, 97.2384, 1, 50, 2.801, 27.801, 10.2156, -3.25955, 5.22058, 0, 10.3467, -3.20524, -0.871817, 1.37361, -0.462253, 181;
9.099, 63.275, 10.1843, -3.24711, 96.725, 1, 50, 2.801, 27.801, 10.0524, -3.29799, 5.17144, 0, 10.1843, -3.24711, -0.80237, 1.34911, -0.461749, 182;
9.149, 63.7802, 10.02, -3.28551, 96.2198, 1, 50, 2.801, 27.801, 9.88746, -3.33307, 5.12223, 0, 10.02, -3.28551, -0.734291, 1.32476, -0.461284, 183;
9.199, 64.2771, 9.85402, -3.32056, 95.7229, 1, 50, 2.801, 27.801, 9.72101, -3.36483, 5.07296, 0, 9.85402, -3.32056, -0.66748, 1.30048, -0.460836, 184;
9.249, 64.7657, 9.6864, -3.35235, 95.2343, 1, 50, 2.801, 27.801, 9.55319, -3.39334, 5.02367, 0, 9.6864, -3.35235, -0.601891, 1.27624, -0.460394, 185;
9.299, 65.2459, 9.51735, -3.38092, 94.7541, 1, 50, 2.801, 27.801, 9.38416, -3.41867, 4.97433, 0, 9.51735, -3.38092, -0.537563, 1.25209, -0.459969, 186;
9.349, 65.7176, 9.34704, -3.4063, 94.2824, 1, 50, 2.801, 27.801, 9.21408, -3.44088, 4.92493, 0, 9.34704, -3.4063, -0.474526, 1.22803, -0.459573, 187;
9.399, 66.1807, 9.17561, -3.42858, 93.8193, 1, 50, 2.801, 27.801, 9.0431, -3.46002, 4.87547, 0, 9.17561, -3.42858, -0.412763, 1.20408, -0.459203, 188;
9.449, 66.6353, 9.00322, -3.44783, 93.3647, 1, 50, 2.801, 27.801, 8.87137, -3.47617, 4.82596, 0, 9.00322, -3.44783, -0.352256, 1.1802, -0.458856, 189;
9.499, 67.0812, 8.83001, -3.4641, 92.9188, 1, 50, 2.801, 27.801, 8.69905, -3.48939, 4.7764, 0, 8.83001, -3.4641, -0.293008, 1.15642, -0.458537, 190;
9.549, 67.5185, 8.65614, -3.47744, 92.4815, 1, 50, 2.801, 27.801, 8.52628, -3.49974, 4.72678, 0, 8.65614, -3.47744, -0.235026, 1.13275, -0.458251, 191;
9.599, 67.947, 8.48174, -3.48793, 92.053, 1, 50, 2.801, 27.801, 8.3532, -3.50729, 4.67709, 0, 8.48174, -3.48793, -0.178308, 1.10918, -0.458, 192;
9.649, 68.3668, 8.30696, -3.49563, 91.6332, 1, 50, 2.801, 27.801, 8.17996, -3.51209, 4.62735, 0, 8.30696, -3.49563, -0.122849, 1.08571, -0.457785, 193;
9.699, 68.7779, 8.13193, -3.5006, 91.2221, 1, 50, 2.801, 27.801, 8.00668, -3.5142, 4.57754, 0, 8.13193, -3.5006, -0.0686457, 1.06236, -0.457611, 194;
9.749, 69.1802, 7.95679, -3.5029, 90.8198, 1, 50, 2.801, 27.801, 7.83352, -3.51371, 4.52766, 0, 7.95679, -3.5029, -0.0156986, 1.03912, -0.45748, 195;
9.799, 69.5737, 7.78166, -3.50259, 90.4263, 1, 50, 2.801, 27.801, 7.6606, -3.51065, 4.47771, 0, 7.78166, -3.50259, 0.0359935, 1.01601, -0.457398, 196;
9.849, 69.9585, 7.60667, -3.49973, 90.0415, 1, 50, 2.801, 27.801, 7.48805, -3.5051, 4.42769, 0, 7.60667, -3.49973, 0.0864337, 0.993018, -0.457366, 197;
9.899, 70.3346, 7.43195, -3.49439, 89.6654, 1, 50, 2.801, 27.801, 7.31599, -3.49712, 4.3776, 0, 7.43195, -3.49439, 0.135625, 0.970156, -0.457391, 198;
9.949, 70.7019, 7.25762, -3.48663, 89.2981, 1, 50, 2.801, 27.801, 7.14456, -3.48677, 4.32744, 0, 7.25762, -3.48663, 0.183568, 0.947429, -0.457476, 199;
9.999, 71.0605, 7.08379, -3.4765, 88.9395, 1, 50, 2.801, 27.801, 6.97387, -3.47412, 4.2772, 0, 7.08379, -3.4765, 0.230266, 0.924842, -0.457626, 200;
10.049, 71.4105, 6.91059, -3.46407, 88.5895, 1, 50, 2.801, 27.801, 6.80404, -3.45922, 4.22688, 0, 6.91059, -3.46407, 0.275722, 0.902398, -0.457846, 201;
10.099, 71.7518, 6.73812, -3.44941, 88.2482, 1, 50, 2.801, 27.801, 6.6352, -3.44214, 4.17647, 0, 6.73812, -3.44941, 0.319938, 0.880105, -0.458143, 202;
10.149, 72.0845, 6.56649, -3.43256, 87.9155, 1, 50, 2.801, 27.801, 6.46745, -3.42293, 4.12598, 0, 6.56649, -3.43256, 0.362917, 0.857967, -0.458522, 203;
10.199, 72.4086, 6.39581, -3.4136, 87.5914, 1, 50, 2.801, 27.801, 6.30091, -3.40167, 4.07541, 0, 6.39581, -3.4136, 0.404662, 0.835991, -0.45899, 204;
10.249, 72.7242, 6.22618, -3.39257, 87.2758, 1, 50, 2.801, 27.801, 6.13569, -3.37841, 4.02474, 0, 6.22618, -3.39257, 0.445176, 0.814183, -0.459554, 205;
10.299, 73.0314, 6.0577, -3.36955, 86.9686, 1, 50, 2.801, 27.801, 5.97189, -3.35321, 3.97398, 0, 6.0577, -3.36955, 0.484462, 0.792548, -0.460221, 206;
10.349, 73.3302, 5.89047, -3.3446, 86.6698, 1, 50, 2.801, 27.801, 5.80962, -3.32613, 3.92313, 0, 5.89047, -3.3446, 0.522523, 0.771094, -0.461001, 207;
10.399, 73.6206, 5.72459, -3.31777, 86.3794, 1, 50, 2.801, 27.801, 5.64899, -3.29724, 3.87218, 0, 5.72459, -3.31777, 0.559364, 0.749828, -0.461902, 208;
10.449, 73.9028, 5.56013, -3.28912, 86.0972, 1, 50, 2.801, 27.801, 5.4901, -3.26659, 3.82113, 0, 5.56013, -3.28912, 0.594987, 0.728758, -0.462935, 209;
10.499, 74.1768, 5.39719, -3.25872, 85.8232, 1, 50, 2.801, 27.801, 5.33305, -3.23425, 3.76998, 0, 5.39719, -3.25872, 0.629394, 0.707893, -0.46411, 210;
10.549, 74.4427, 5.23586, -3.22662, 85.5573, 1, 50, 2.801, 27.801, 5.17793, -3.20028, 3.71872, 0, 5.23586, -3.22662, 0.662589, 0.687242, -0.465439, 211;
10.599, 74.7006, 5.07622, -3.19288, 85.2994, 1, 50, 2.801, 27.801, 5.02484, -3.16473, 3.66734, 0, 5.07622, -3.19288, 0.694573, 0.666817, -0.466938, 212;
10.649, 74.9506, 4.91834, -3.15755, 85.0494, 1, 50, 2.801, 27.801, 4.87389, -3.12767, 3.61586, 0, 4.91834, -3.15755, 0.725344, 0.646634, -0.468622, 213;
10.699, 75.1926, 4.76231, -3.12071, 84.8074, 1, 50, 2.801, 27.801, 4.72517, -3.08916, 3.56424, 0, 4.76231, -3.12071, 0.754899, 0.626714, -0.470513, 214;
10.749, 75.427, 4.60819, -3.08239, 84.573, 1, 50, 2.801, 27.801, 4.57876, -3.04925, 3.51251, 0, 4.60819, -3.08239, 0.783232, 0.607077, -0.472632, 215;
10.799, 75.6536, 4.45605, -3.04267, 84.3464, 1, 50, 2.801, 27.801, 4.43477, -3.00801, 3.46064, 0, 4.45605, -3.04267, 0.810357, 0.587728, -0.474995, 216;
10.849, 75.8728, 4.30597, -3.00163, 84.1272, 1, 50, 2.801, 27.801, 4.29329, -2.9655, 3.40866, 0, 4.30597, -3.00163, 0.836362, 0.56858, -0.477574, 217;
10.899, 76.0844, 4.158, -2.95944, 83.9156, 1, 50, 2.801, 27.801, 4.15438, -2.92175, 3.35668, 0, 4.158, -2.95944, 0.861553, 0.549274, -0.480202, 218;
10.949, 76.2887, 4.01218, -2.91636, 83.7113, 1, 50, 2.801, 27.801, 4.01807, -2.87678, 3.30491, 0, 4.01218, -2.91636, 0.886583, 0.528993, -0.482468, 219;
10.999, 76.4858, 3.86856, -2.8725, 83.5142, 1, 50, 2.801, 27.801, 3.88442, -2.83057, 3.25344, 0, 3.86856, -2.8725, 0.91171, 0.507353, -0.484155, 220;
11.049, 76.6758, 3.72722, -2.82678, 83.3242, 1, 50, 2.801, 27.801, 3.75377, -2.78329, 3.20121, 0, 3.72722, -2.82678, 0.93367, 0.48842, -0.487368, 221;
11.099, 76.8587, 3.58841, -2.77623, 83.1413, 1, 50, 2.801, 27.801, 3.62708, -2.73555, 3.14509, 0, 3.58841, -2.77623, 0.943024, 0.484632, -0.498855, 222;
11.149, 77.0348, 3.45226, -2.72284, 82.9652, 1, 50, 2.801, 27.801, 3.50435, -2.68773, 3.08649, 0, 3.45226, -2.72284, 0.944421, 0.490979, -0.516422, 223;
11.199, 77.2041, 3.318, -2.68535, 82.7959, 1, 50, 2.801, 27.801, 3.38043, -2.63741, 3.04404, 0, 3.318, -2.68535, 0.996089, 0.429907, -0.497454, 224;
11.249, 77.3667, 3.18532, -2.65362, 82.6333, 1, 50, 2.801, 27.801, 3.25651, -2.58344, 3.01049, 0, 3.18532, -2.65362, 1.0712, 0.33348, -0.457934, 225;
11.299, 77.5229, 3.05785, -2.5493, 82.4771, 1, 50, 2.801, 27.801, 3.1577, -2.53696, 2.90414, 0, 3.05785, -2.5493, 0.916163, 0.551714, -0.597205, 226;
11.349, 77.6727, 2.93099, -2.53724, 82.3273, 1, 50, 2.801, 27.801, 3.03611, -2.48386, 2.88702, 0, 2.93099, -2.53724, 1.05322, 0.367229, -0.507125, 227;
11.399, 77.8161, 2.80447, -2.53037, 82.1839, 1, 50, 2.801, 27.801, 2.91071, -2.42268, 2.88646, 0, 2.80447, -2.53037, 1.22055, 0.130815, -0.383632, 228;
11.449, 77.9535, 2.69119, -2.26556, 82.0465, 1, 50, 2.801, 27.801, 2.88559, -2.39639, 2.62774, 0, 2.69119, -2.26556, 0.496087, 1.21346, -1.06727, 229;
11.499, 78.0848, 2.5534, -2.75585, 81.9152, 1, 50, 2.801, 27.801, 2.52771, -2.28635, 3.70615, 0, 2.5534, -2.75585, 2.23077, -1.20382, 0.324817, 230;
11.549, 78.2103, 2.48013, -1.46543, 81.7897, 1, 50, 2.801, 27.801, 2.96999, -2.39738, 2.1433, 0, 2.48013, -1.46543, -2.37636, 6.34901, -4.88991, 231;
11.599, 78.3301, 2.26487, -4.30513, 81.6699, 1, 50, 2.801, 27.801, 2.6618, -2.09772, 2.10435, 0, 2.26487, -4.30513, 6.13747, -5.83313, 2.77194, 232;
11.649, 78.4436, 2.28002, 0.303028, 81.5564, 1, 50, 2.801, 27.801, 3.49101, -2.61683, 1.66078, 0, 2.28002, 0.303028, -11.0144, 25.8692, -23.1664, 233;
11.699, 78.5538, 2.21802, -1.24004, 81.4462, 1, 50, 2.801, 27.801, 2.99499, -2.7847, 1.87597, 0, 2.21802, -1.24004, -3.59694, 9.78363, -8.38632, 234;
11.749, 78.6543, 1.97165, -4.92744, 81.3457, 1, 50, 2.801, 27.801, 3.10076, -2.33712, 1.60055, 0, 1.97165, -4.92744, 9.23581, -11.5408, 7.21056, 235;
11.799, 78.7431, 1.78027, -3.8275, 81.2569, 1, 50, 2.801, 27.801, 2.47081, -2.03671, 1.86051, 0, 1.78027, -3.8275, 6.17171, -6.63444, 3.56593, 236;
11.849, 78.8261, 1.69736, -1.65831, 81.1739, 1, 50, 2.801, 27.801, 1.98493, -2.00108, 2.48038, 0, 1.69736, -1.65831, 0.700746, 0.487208, -0.62065, 237;
11.899, 78.907, 1.62815, -1.38408, 81.093, 1, 50, 2.801, 27.801, 2.09737, -2.0128, 2.18599, 0, 1.62815, -1.38408, -0.289711, 2.26798, -1.95376, 238;
11.949, 78.985, 1.5281, -2.00106, 81.015, 1, 50, 2.801, 27.801, 1.62964, -1.91613, 3.05458, 0, 1.5281, -2.00106, 1.96531, -1.2868, 0.421268, 239;
11.999, 79.0586, 1.42007, -2.16055, 80.9414, 1, 50, 2.801, 27.801, 1.6277, -1.79518, 2.62909, 0, 1.42007, -2.16055, 2.46536, -1.87545, 0.713343, 240;
12.049, 79.1282, 1.32773, -1.84687, 80.8718, 1, 50, 2.801, 27.801, 1.47709, -1.7005, 2.87564, 0, 1.32773, -1.84687, 1.92674, -1.34004, 0.465999, 241;
12.099, 79.1946, 1.2491, -1.57265, 80.8054, 1, 50, 2.801, 27.801, 1.35001, -1.62741, 3.17705, 0, 1.2491, -1.57265, 1.48501, -0.934833, 0.294245, 242;
12.149, 79.2581, 1.17244, -1.5332, 80.7419, 1, 50, 2.801, 27.801, 1.29694, -1.55345, 3.0588, 0, 1.17244, -1.5332, 1.50372, -0.98321, 0.321436, 243;
12.199, 79.3186, 1.09444, -1.55995, 80.6814, 1, 50, 2.801, 27.801, 1.27661, -1.47154, 2.80635, 0, 1.09444, -1.55995, 1.66759, -1.18844, 0.423484, 244;
12.249, 79.3761, 1.0205, -1.47883, 80.6239, 1, 50, 2.801, 27.801, 1.21995, -1.39262, 2.76029, 0, 1.0205, -1.47883, 1.60726, -1.16456, 0.421898, 245;
12.299, 79.4309, 0.955573, -1.29851, 80.5691, 1, 50, 2.801, 27.801, 1.11644, -1.32756, 2.9436, 0, 0.955573, -1.29851, 1.32339, -0.899168, 0.305466, 246;
12.349, 79.4831, 0.898966, -1.13215, 80.5169, 1, 50, 2.801, 27.801, 1.37781, -1.28488, 2.19791, 0, 0.898966, -1.13215, 0.857547, -0.154492, -0.214452, 247;
12.399, 79.5327, 0.847077, -1.03777, 80.4673, 1, 50, 2.801, 27.801, 1.52519, -1.25676, 1.97909, 0, 0.847077, -1.03777, 0.550988, 0.476103, -0.76248, 248;
12.449, 79.5792, 0.798713, -0.96728, 80.4208, 1, 50, 2.801, 27.801, 1.68988, -1.24086, 1.81698, 0, 0.798713, -0.96728, 0.290971, 1.11738, -1.4062, 249;
12.499, 79.6222, 0.755481, -0.864648, 80.3778, 1, 50, 2.801, 27.801, 2.00468, -1.24923, 1.6305, 0, 0.755481, -0.864648, -0.2283, 2.5115, -2.90891, 250;
12.549, 79.6613, 0.720511, -0.69939, 80.3387, 1, 50, 2.801, 27.801, 2.62577, -1.30884, 1.41972, 0, 0.720511, -0.69939, -1.33384, 5.83993, -6.90335, 251;
12.599, 79.696, 0.700698, -0.396275, 80.304, 1, 50, 2.801, 27.801, 3.9809, -1.49009, 1.18373, 0, 0.700698, -0.396275, -3.99217, 15.187, -19.9614, 252;
12.649, 79.7256, 0.587166, -2.27063, 80.2744, 1, 50, 2.801, 27.801, 5.38647, -1.17634, 1.03437, 0, 0.587166, -2.27063, 6.58558, -12.7336, 12.3105, 253;
12.699, 79.7489, 0.336816, -5.007, 80.2511, 1, 50, 2.801, 27.801, 204.814, 1.1444, 0.269077, 0, 0.336816, -5.007, 55.8242, -414.932, 1542.06, 254;
12.749, 79.7695, 0.388994, 1.04355, 80.2305, 1, 50, 2.801, 27.801, 4.68295, 0.695162, 1.08608, 0, 0.388994, 1.04355, -9.72237, 30.4991, -39.679, 255;
12.799, 79.7932, 0.459937, 1.41886, 80.2068, 1, 50, 2.801, 27.801, 9.23031, -0.105645, 0.847203, 0, 0.459937, 1.41886, -17.7382, 71.8885, -120.281, 256;
12.849, 79.8196, 0.49756, 0.752459, 80.1804, 1, 50, 2.801, 27.801, 11.2197, -0.78758, 0.788839, 0, 0.49756, 0.752459, -15.3184, 70.4203, -129.308, 257;
12.899, 79.8471, 0.509322, 0.235241, 80.1529, 1, 50, 2.801, 27.801, 14.3594, -1.38667, 0.720749, 0, 0.509322, 0.235241, -13.7237, 73.4464, -150.969, 258;
12.949, 79.8739, 0.517854, 0.170645, 80.1261, 1, 50, 2.801, 27.801, 24.4696, -2.20408, 0.594095, 0, 0.517854, 0.170645, -19.3301, 127.247, -318.839, 259;
12.999, 79.898, 0.507093, -0.215212, 80.102, 1, 50, 2.801, 27.801, 35.8282, -3.02979, 0.517148, 0, 0.507093, -0.215212, -20.2562, 161.504, -473.115, 260;
13.049, 79.9151, 0.214502, -5.85183, 80.0849, 1, 50, 2.801, 27.801, 827.367, 1.26341, 0.146622, 0, 0.214502, -5.85183, 119.733, -1633.21, 11138.9, 261;
13.099, 79.9259, 0.146042, -1.3692, 80.0741, 1, 50, 2.801, 27.801, 60.3273, 1.69168, 0.42665, 0, 0.146042, -1.3692, 9.62757, -45.131, 105.78, 262;
13.149, 79.9365, 0.165114, 0.381436, 80.0635, 1, 50, 2.801, 27.801, 11.1039, 1.41724, 0.783491, 0, 0.165114, 0.381436, -6.14878, 27.6635, -50.5827, 263;
13.199, 79.9509, 0.248897, 1.67566, 80.0491, 1, 50, 2.801, 27.801, 85.7035, -0.4861, 0.375, 0, 0.248897, 1.67566, -48.0497, 441.036, -1668.82, 264;
13.249, 79.9688, 0.29586, 0.939274, 80.0312, 1, 50, 2.801, 27.801, 271.115, -3.33669, 0.240386, 0, 0.29586, 0.939274, -84.8837, 1314.93, -8002.23, 265;
13.299, 79.9878, 0.311369, 0.310171, 80.0122, 1, 50, 2.801, 27.801, 1549.6, -11.1563, 0.0965498, 0, 0.311369, 0.310171, -420.1, 17204.9, -266261, 266;
13.349, 80.0016, 0.109289, -4.0416, 79.9984, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 267;
13.399, 80.0029, 8.85699e-05, -2.18401, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 268;
13.449, 80.0029, 5.70155e-07, -0.00176, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 269;
13.499, 80.0029, 3.86269e-08, -1.06306e-05, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 270;
13.549, 80.0029, 3.201e-08, -1.32337e-07, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 271;
13.599, 80.0029, 3.20381e-08, 5.61473e-10, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 272;
13.649, 80.0029, 3.20863e-08, 9.64404e-10, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 273;
13.699, 80.0029, 3.21076e-08, 4.26546e-10, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 274;
13.749, 80.0029, 3.21169e-08, 1.84547e-10, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 275;
13.799, 80.0029, 3.21208e-08, 7.97137e-11, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 276;
13.849, 80.0029, 3.21226e-08, 3.4414e-11, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 277;
13.899, 80.0029, 3.21233e-08, 1.4854e-11, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 278;
13.949, 80.0029, 3.21236e-08, 6.41081e-12, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 279;
13.999, 80.0029, 3.21238e-08, 2.76673e-12, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 280;
14.049, 80.0029, 3.21238e-08, 1.19401e-12, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 281;
14.099, 80.0029, 3.21238e-08, 5.15289e-13, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 282;
14.149, 80.0029, 3.21239e-08, 2.22367e-13, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 283;
14.199, 80.0029, 3.21239e-08, 9.59768e-14, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 284;
14.249, 80.0029, 3.21239e-08, 4.14135e-14, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 285;
14.299, 80.0029, 3.21239e-08, 1.78676e-14, 79.9971, 1, 50, 2.801, 27.801, -nan, -11.1563, 0, 0, 0, 0, 0, 0, 0, 286;
