time, dist, vel, acc, Sf, vmin, vmax, tmin, tmax, req_vel, req_acc, T, C0, C1, C2, C3, C4, C5, TL state, Fasullo;
13.149, 105.369, 21.6238, 1.30272, 559.631, 3, 15, 0, 15, -nan, 1.32281, 8.09477e-319, 0, 21.6238, 1.30272, -0.124099, -0.107656, 0.0237166, 3, 263;
13.199, 106.452, 21.6887, 1.29856, 558.548, 3, 15, 0, 15, -nan, 1.31536, 8.09477e-319, 0, 21.6887, 1.29856, -0.14672, -0.0916083, 0.0201461, 3, 264;
13.249, 107.538, 21.7534, 1.29318, 557.462, 3, 15, 0, 15, -nan, 1.30688, 8.09477e-319, 0, 21.7534, 1.29318, -0.16772, -0.0765102, 0.0167963, 3, 265;
13.299, 108.627, 21.8177, 1.28665, 556.373, 3, 15, 0, 15, -nan, 1.29744, 8.09477e-319, 0, 21.8177, 1.28665, -0.187174, -0.0623189, 0.013657, 3, 266;
13.349, 109.72, 21.8816, 1.27906, 555.28, 3, 15, 0, 15, -nan, 1.28712, 8.09477e-319, 0, 21.8816, 1.27906, -0.205159, -0.0489936, 0.010718, 3, 267;
13.399, 110.815, 21.9452, 1.27048, 554.185, 3, 15, 0, 15, -nan, 1.27599, 8.09477e-319, 0, 21.9452, 1.27048, -0.221748, -0.0364943, 0.00796975, 3, 268;
13.449, 111.914, 22.0082, 1.26099, 553.086, 3, 15, 0, 15, -nan, 1.26411, 8.09477e-319, 0, 22.0082, 1.26099, -0.237009, -0.0247825, 0.0054027, 3, 269;
13.499, 113.016, 22.0707, 1.25066, 551.984, 3, 15, 0, 15, -nan, 1.25154, 8.09477e-319, 0, 22.0707, 1.25066, -0.251011, -0.0138207, 0.00300777, 3, 270;
13.549, 114.121, 22.1327, 1.23956, 550.879, 3, 15, 0, 15, -nan, 1.23835, 8.09477e-319, 0, 22.1327, 1.23956, -0.263819, -0.00357271, 0.000776192, 3, 271;
13.599, 115.229, 22.1941, 1.22774, 549.771, 3, 15, 0, 15, -nan, 1.22458, 8.09477e-319, 0, 22.1941, 1.22774, -0.275495, 0.0059962, -0.00130049, 3, 272;
13.649, 116.34, 22.2549, 1.21527, 548.66, 3, 15, 0, 15, -nan, 1.21029, 8.09477e-319, 0, 22.2549, 1.21527, -0.286099, 0.0149196, -0.0032304, 3, 273;
13.699, 117.455, 22.315, 1.20221, 547.545, 3, 15, 0, 15, -nan, 1.19554, 8.09477e-319, 0, 22.315, 1.20221, -0.295688, 0.02323, -0.00502133, 3, 274;
13.749, 118.572, 22.3744, 1.1886, 546.428, 3, 15, 0, 15, -nan, 1.18036, 8.09477e-319, 0, 22.3744, 1.1886, -0.304318, 0.0309582, -0.00668075, 3, 275;
13.799, 119.692, 22.4331, 1.1745, 545.308, 3, 15, 0, 15, -nan, 1.16481, 8.09477e-319, 0, 22.4331, 1.1745, -0.312041, 0.0381341, -0.00821581, 3, 276;
13.849, 120.815, 22.4911, 1.15996, 544.185, 3, 15, 0, 15, -nan, 1.14892, 8.09477e-319, 0, 22.4911, 1.15996, -0.318907, 0.0447863, -0.00963333, 3, 277;
13.899, 121.941, 22.5484, 1.14502, 543.059, 3, 15, 0, 15, -nan, 1.13273, 8.09477e-319, 0, 22.5484, 1.14502, -0.324966, 0.0509422, -0.0109399, 3, 278;
13.949, 123.07, 22.6049, 1.12973, 541.93, 3, 15, 0, 15, -nan, 1.11629, 8.09477e-319, 0, 22.6049, 1.12973, -0.330262, 0.056628, -0.0121416, 3, 279;
13.999, 124.201, 22.6606, 1.11412, 540.799, 3, 15, 0, 15, -nan, 1.09962, 8.09477e-319, 0, 22.6606, 1.11412, -0.33484, 0.0618687, -0.0132445, 3, 280;
14.049, 125.336, 22.7155, 1.09824, 539.664, 3, 15, 0, 15, -nan, 1.08277, 8.09477e-319, 0, 22.7155, 1.09824, -0.338742, 0.0666883, -0.0142542, 3, 281;
14.099, 126.473, 22.7696, 1.08212, 538.527, 3, 15, 0, 15, -nan, 1.06576, 8.09477e-319, 0, 22.7696, 1.08212, -0.342008, 0.0711097, -0.0151761, 3, 282;
14.149, 127.613, 22.8229, 1.06579, 537.387, 3, 15, 0, 15, -nan, 1.04862, 8.09477e-319, 0, 22.8229, 1.06579, -0.344676, 0.0751546, -0.0160152, 3, 283;
14.199, 128.755, 22.8754, 1.04929, 536.245, 3, 15, 0, 15, -nan, 1.03138, 8.09477e-319, 0, 22.8754, 1.04929, -0.346783, 0.078844, -0.0167765, 3, 284;
14.249, 129.9, 22.927, 1.03264, 535.1, 3, 15, 0, 15, -nan, 1.01406, 8.09477e-319, 0, 22.927, 1.03264, -0.348362, 0.0821977, -0.0174646, 3, 285;
14.299, 131.048, 22.9778, 1.01588, 533.952, 3, 15, 0, 15, -nan, 0.996693, 8.09477e-319, 0, 22.9778, 1.01588, -0.349448, 0.0852344, -0.0180838, 3, 286;
14.349, 132.198, 23.0277, 0.999035, 532.802, 3, 15, 0, 15, -nan, 0.979299, 8.09477e-319, 0, 23.0277, 0.999035, -0.35007, 0.0879724, -0.0186384, 3, 287;
14.399, 133.35, 23.0768, 0.982122, 531.65, 3, 15, 0, 15, -nan, 0.961898, 8.09477e-319, 0, 23.0768, 0.982122, -0.35026, 0.0904286, -0.0191321, 3, 288;
14.449, 134.505, 23.1251, 0.965168, 530.495, 3, 15, 0, 15, -nan, 0.944511, 8.09477e-319, 0, 23.1251, 0.965168, -0.350045, 0.0926193, -0.0195688, 3, 289;
14.499, 135.663, 23.1725, 0.948195, 529.337, 3, 15, 0, 15, -nan, 0.927156, 8.09477e-319, 0, 23.1725, 0.948195, -0.349453, 0.0945601, -0.019952, 3, 290;
14.549, 136.823, 23.2191, 0.931223, 528.177, 3, 15, 0, 15, -nan, 0.90985, 8.09477e-319, 0, 23.2191, 0.931223, -0.348508, 0.0962657, -0.020285, 3, 291;
14.599, 137.985, 23.2648, 0.914271, 527.015, 3, 15, 0, 15, -nan, 0.89261, 8.09477e-319, 0, 23.2648, 0.914271, -0.347235, 0.0977501, -0.0205711, 3, 292;
14.649, 139.149, 23.3096, 0.897357, 525.851, 3, 15, 0, 15, -nan, 0.875451, 8.09477e-319, 0, 23.3096, 0.897357, -0.345656, 0.0990265, -0.0208131, 3, 293;
14.699, 140.316, 23.3537, 0.880498, 524.684, 3, 15, 0, 15, -nan, 0.858385, 8.09477e-319, 0, 23.3537, 0.880498, -0.343795, 0.100108, -0.021014, 3, 294;
14.749, 141.484, 23.3969, 0.863709, 523.516, 3, 15, 0, 15, -nan, 0.841427, 8.09477e-319, 0, 23.3969, 0.863709, -0.34167, 0.101005, -0.0211764, 3, 295;
14.799, 142.655, 23.4392, 0.847003, 522.345, 3, 15, 0, 15, -nan, 0.824589, 8.09477e-319, 0, 23.4392, 0.847003, -0.339303, 0.101731, -0.0213028, 3, 296;
14.849, 143.828, 23.4807, 0.830395, 521.172, 3, 15, 0, 15, -nan, 0.80788, 8.09477e-319, 0, 23.4807, 0.830395, -0.336711, 0.102295, -0.0213957, 3, 297;
14.899, 145.003, 23.5214, 0.813897, 519.997, 3, 15, 0, 15, -nan, 0.791312, 8.09477e-319, 0, 23.5214, 0.813897, -0.333912, 0.102709, -0.0214572, 3, 298;
14.9, 145.003, 23.5214, 0.813897, 519.997, 3, 15, 0, 15, -nan, 0.774745, 8.09477e-319, 0, 23.5214, 0.813897, -0.333912, 0.102709, -0.0214572, 3, 299;
